ID,Age,Genre,Education,CurrentRegime,ConsoRed,ConsoTransfo,ConsoPoultry,QIntentionsConsoT0,QIntentionsTransfoT0,QTransfoIntensityT0,QIntentionsRedT0,QRedIntensityT0,QIntentionsPoulT0,QPoulIntensityT0,Failed_Attention_DB1,QIntentionsConsoT1,QIntentionsTransfoT1,QTransfoIntensityT1,QIntentionsRedT1,QRedIntensityT1,QIntentionsPoulT1,QPoulIntensityT1,consultation_duration,MixedOpinions,ID_Group,DBAttitudesT0.DB1.,DBAttitudesT0.DB2.,DBAttitudesT0.DB3.,DBAttitudesT0.DB4.,DBAttitudesT0.DB5.,DBAttitudesT0.DB6.,DBAttitudesT0.DB7.,DBAttitudesT0.DB8.,DBAttitudesT0.DB9.,DBAttitudesT0.DB10.,DBAttitudesT0.DB11.,DBAttitudesT0.DB12.,DBAttitudesT0.DB13.,DBAttitudesT0.DB14.,DBAttitudesT0.DB15.,DBAttitudesT0.DB16.,DBAttitudesT0.DB17.,DBAttitudesT0.DB18.,DBAttitudesT0.DB19.,DBAttitudesT0.DB20.,DBAttitudesT0.DB21.,DBAttitudesT0.DB22.,DBAttitudesT0.DB23.,DBAttitudesT1.DB1.,DBAttitudesT1.DB2.,DBAttitudesT1.DB3.,DBAttitudesT1.DB4.,DBAttitudesT1.DB5.,DBAttitudesT1.DB6.,DBAttitudesT1.DB7.,DBAttitudesT1.DB8.,DBAttitudesT1.DB9.,DBAttitudesT1.DB10.,DBAttitudesT1.DB11.,DBAttitudesT1.DB12.,DBAttitudesT1.DB13.,DBAttitudesT1.DB14.,DBAttitudesT1.DB15.,DBAttitudesT1.DB16.,DBAttitudesT1.DB17.,DBAttitudesT1.DB18.,DBAttitudesT1.DB19.,DBAttitudesT1.DB20.,DBAttitudesT1.DB21.,DBAttitudesT1.DB22.,DBAttitudesT1.DB23.,Failed_Attention_DB2,QIntentionsTransfoT2,QTransfoIntensityT2,QIntentionsRedT2,QRedIntensityT2,DebateCondition,DBAttitudesT2.DB1.,DBAttitudesT2.DB2.,DBAttitudesT2.DB3.,DBAttitudesT2.DB4.,DBAttitudesT2.DB5.,DBAttitudesT2.DB6.,DBAttitudesT2.DB7.,DBAttitudesT2.DB8.,DBAttitudesT2.DB9.,DBAttitudesT2.DB10.,DBAttitudesT2.DB11.,DBAttitudesT2.DB12.,DBAttitudesT2.DB13.,DBAttitudesT2.DB14.,DBAttitudesT2.DB15.,DBAttitudesT2.DB16.,DBAttitudesT2.DB17.,DBAttitudesT2.DB18.,DBAttitudesT2.DB19.,DBAttitudesT2.DB20.,DBAttitudesT2.DB21.,DBAttitudesT2.DB22.,DBAttitudesT2.DB23.,TransformedNumberTotalBefore,TransformedQuantTotalBefore,RedNumberTotalBefore,RedQuantTotalBefore,PoultryNumberTotalBefore,PoultryQuantTotalBefore,FishNumberTotalBefore,TotalTargetMeatBefore,TotalQuantTargetMeatBefore,Physical1,Nature1,QuantityRed1,QuantityTransfo1,QuantityPoultry1,QuantityFish1,QuantityAnimals1,QuantityVegetals1,Context1,DBAttitudesT3.DB1.,DBAttitudesT3.DB2.,DBAttitudesT3.DB3.,DBAttitudesT3.DB4.,DBAttitudesT3.DB5.,DBAttitudesT3.DB6.,DBAttitudesT3.DB7.,DBAttitudesT3.DB8.,DBAttitudesT3.DB9.,DBAttitudesT3.DB10.,DBAttitudesT3.DB11.,DBAttitudesT3.DB12.,DBAttitudesT3.DB13.,DBAttitudesT3.DB14.,DBAttitudesT3.DB15.,DBAttitudesT3.DB16.,DBAttitudesT3.DB17.,DBAttitudesT3.DB18.,DBAttitudesT3.DB19.,DBAttitudesT3.DB20.,DBAttitudesT3.DB21.,DBAttitudesT3.DB22.,DBAttitudesT3.DB23.,Failed_Attention_Final,TransformedNumberTotalAfter,TransformedQuantTotalAfter,RedNumberTotalAfter,RedQuantTotalAfter,PoultryNumberTotalAfter,PoultryQuantTotalAfter,FishNumberTotalAfter,TotalTargetMeatAfter,TotalQuantTargetMeatAfter,Physical2,Nature2,QuantityRed2,QuantityTransfo2,QuantityPoultry2,QuantityFish2,QuantityAnimals2,QuantityVegetals2,Context2,RespectChallenge,MeatDiminishRed,MeatDiminishTransfo,Perceptions.Perc1.,Perceptions.Perc2.,Perceptions.Perc3.,Failed_Attention_Confirmation,perceived_norms,self_control,environmental_prepotency,perceived_control,DBFactor1T0,DBFactor2T0,DBFactor3T0,DBFactor4T0,DBFactor5T0,DB_IndexT0,DBFactor1T1,DBFactor2T1,DBFactor3T1,DBFactor4T1,DBFactor5T1,DB_IndexT1,DBFactor1T2,DBFactor2T2,DBFactor3T2,DBFactor4T2,DBFactor5T2,DB_IndexT2,DBFactor1T3,DBFactor2T3,DBFactor3T3,DBFactor4T3,DBFactor5T3,DB_IndexT3,Pro_reduction,Attention_failed,Condition,Red_reduction,Processed_reduction,Poultry_reduction,Fish_increase,Eat_Target_Meat,Het,Hom,ID_Group_all
196,37,0,17,A2,A1,A1,A1,A2,A2,,A2,,A2,,0,A1,A1,0.285714285714286,A3,,A1,0.142857142857143,64,1,M23,6,4,5,7,5,7,7,6,4,4,2,2,3,1,6,4,3,2,1,2,1,3,7,6,6,7,7,7,7,7,7,4,4,3,2,5,1,7,4,2,5,3,2,1,3,7,0,1,0.428571428571429,2,,1,6,3,7,6,7,7,7,7,4,5,1,1,1,1,6,4,4,6,5,2,1,4,7,4,87.5,2,175,2,225,2,6,262.5,A2,0,0,0,0,0,0,0,0,6,4,7,7,7,7,7,5,4,4,1,2,2,1,6,3,3,3,4,1,1,3,7,0,4,250,1,150,2,200,2,5,400,A3,0,0,1,0,0,0,0,0,1,0,1,5,4,4,0,9,32,4.33333333333333,9,5.66666666666667,5.25,2,4.33333333333333,1.66666666666667,2.79166666666667,6.66666666666667,5.5,2.75,4.33333333333333,3.33333333333333,2.61111111111111,6,5.75,1,4.66666666666667,4.33333333333333,2.54166666666667,6.33333333333333,5,1.5,4,2.66666666666667,2.94444444444444,1,0,Heterogeneous,1,0,0,0,1,1,0,M23
197,19,0,14,A2,A1,A1,A1,A1,A1,0,A1,0.107142857142857,A1,0.142857142857143,0,A1,A1,0,A1,0,A1,0.142857142857143,64,1,M23,5,5,5,6,6,4,4,5,3,5,2,2,2,3,5,5,4,2,2,2,5,2,6,6,6,5,6,5,6,6,6,3,5,3,3,5,5,6,5,4,3,3,3,3,3,6,0,1,0,1,0,1,6,6,6,6,4,6,5,5,4,5,3,3,4,5,6,5,3,3,3,3,3,4,6,2,100,1,75,4,350,3,3,175,A2,1,0,0,0,1,0,0,1,6,6,6,6,6,6,6,5,4,6,3,3,3,3,5,6,3,3,3,3,5,4,6,0,0,0,0,0,0,0,1,0,0,A2,0,0,0,0,0,2,0,0,1,1,1,6,5,3,0,16,43,3.33333333333333,8,5.16666666666667,4.25,2.25,4.66666666666667,2,1.73611111111111,5.66666666666667,5,4,5,3,1.33333333333333,5.66666666666667,4.75,3.75,4.66666666666667,3,1.40277777777778,6,5.25,3,4.66666666666667,3,2.06944444444444,1,0,Heterogeneous,1,1,1,0,1,1,0,M23
198,64,0,12,A1,A1,A1,A1,A3,A3,,A3,,A3,,0,A3,A3,,A3,,A3,,64,1,M23,4,3,3,4,4,3,4,4,4,4,5,6,5,5,5,6,6,5,6,6,6,6,4,3,4,5,4,5,5,5,4,5,4,5,5,5,4,5,5,4,4,3,3,3,3,5,0,1,0.714285714285714,1,0.714285714285714,1,4,5,5,4,5,6,6,5,6,6,5,5,5,4,5,5,4,4,3,3,5,4,5,8,550,4,200,4,200,2,12,750,A2,0,1,0,0,0,0,0,0,4,3,4,4,5,5,4,6,6,5,6,5,6,4,5,5,4,4,3,4,6,4,5,0,3,100,1,100,6,500,4,4,200,A2,1,1,0,0,1,0,1,0,1,1,1,6,6,6,0,13.5,59,4,9.5,3.5,4,5.25,5.66666666666667,5.66666666666667,-1.77777777777778,4.33333333333333,4.5,4.75,4.66666666666667,3.33333333333333,0.166666666666665,4.83333333333333,5.75,4.75,4.66666666666667,3.33333333333333,1.04166666666667,4.16666666666667,5.25,5.25,4.66666666666667,3.66666666666667,0.180555555555556,0,0,Heterogeneous,1,1,0,1,1,1,0,M23
199,60,0,15,A1,A1,A2,A1,A2,A2,,A2,,A2,,0,A3,A3,,A3,,A3,,64,1,M23,6,6,4,6,5,7,7,7,7,7,7,7,7,7,7,7,7,5,5,7,4,5,4,7,6,6,6,7,7,7,7,7,7,6,7,7,6,7,7,7,5,1,5,5,3,7,0,1,0,1,0.285714285714286,1,6,7,6,6,7,7,7,7,7,7,6,6,7,5,7,6,7,3,1,5,5,2,7,0,0,1,150,4,300,1,1,150,A2,0,0,0,0,0,0,0,0,7,7,6,6,6,7,7,7,7,7,5,5,6,6,7,7,7,3,2,5,5,2,7,0,0,0,1,150,3,500,2,1,150,A2,0,0,0,0,0,0,0,0,1,0,1,7,5,2,0,16,47,3.66666666666667,8.5,5.66666666666667,7,7,7,5.66666666666667,-0.222222222222222,6.5,7,6.5,7,3.66666666666667,1.02777777777778,6.5,7,6,6.66666666666667,3,1.52777777777778,6.5,7,5.5,7,3.33333333333333,1.47222222222222,0,0,Heterogeneous,0,0,1,1,1,1,0,M23
200,40,0,17,A5,A2,A2,A2,,A4,,A4,,A4,,0,A1,A1,0.142857142857143,A1,0,A1,0.107142857142857,65,1,M30,7,5,6,7,5,7,7,5,7,7,1,3,1,5,5,5,5,2,3,2,4,3,7,5,7,6,7,6,6,6,4,6,7,3,3,2,3,5,5,4,3,3,3,4,3,7,0,1,0,1,0,1,6,6,7,6,6,7,6,5,6,6,2,3,3,4,6,5,4,3,3,3,5,4,7,2,150,0,0,2,175,1,2,150,A2,0,2,0,0,0,0,0,1,6,5,7,6,6,7,7,5,7,7,2,3,1,3,6,4,4,3,3,2,3,3,6,0,0,0,0,0,0,0,0,0,0,A2,1,2,1,1,0,1,1,0,1,1,1,7,6,5,0,17,51,3.33333333333333,8,6.16666666666667,6.5,2.5,5,2.33333333333333,3.05555555555556,6.16666666666667,5.75,2.75,4.66666666666667,3,2.48611111111111,6.33333333333333,5.75,3,5,3,2.375,6.16666666666667,6.5,2.25,4.66666666666667,2.66666666666667,3.13888888888889,1,0,Heterogeneous,0,1,1,0,0,1,0,M30
201,42,0,14,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A2,A2,,A2,,A2,,65,1,M30,4,4,4,5,4,4,5,5,3,4,5,5,5,4,7,6,6,5,5,4,5,5,4,5,3,3,6,4,7,5,5,2,5,6,6,6,4,7,7,7,5,4,4,5,6,5,0,0,,1,0.142857142857143,1,4,3,4,6,4,7,7,5,1,5,4,3,2,4,7,7,7,6,5,4,5,5,4,8,550,1,100,0,0,3,9,650,A2,0,0,0,0,1,0,0,0,2,4,4,5,4,5,5,5,3,4,5,4,4,3,7,6,6,4,5,5,5,6,4,0,8,550,3,400,0,0,3,11,950,A2,0,0,0,0,0,0,0,0,2,0,0,5,4,3,0,13.5,44,4.33333333333333,8,4.16666666666667,4.25,4.75,6.33333333333333,4.66666666666667,-1.04166666666667,4.66666666666667,4.25,5.5,7,4.33333333333333,-1.15277777777778,4.66666666666667,4.5,3.25,7,5,-0.499999999999999,4,4.25,4,6.33333333333333,4.66666666666667,-0.875,0,0,Heterogeneous,0,0,0,0,1,1,0,M30
202,51,0,14,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A1,A3,,A2,,A2,,65,1,M30,2,4,1,5,3,4,3,4,4,4,6,7,6,4,7,6,6,5,4,7,7,4,3,3,2,1,5,4,7,4,6,5,5,4,5,4,3,7,7,6,4,3,3,5,5,3,1,1,0.285714285714286,1,0.142857142857143,1,5,3,2,5,4,7,7,7,4,6,5,5,4,3,7,7,6,6,4,6,7,4,4,4,300,1,100,1,100,2,5,400,A2,0,0,0,0,0,0,0,1,3,3,1,3,4,7,7,7,6,6,4,6,5,4,7,7,6,5,4,5,7,4,4,0,2,100,4,400,1,100,0,6,500,A2,0,1,0,0,0,0,0,0,1,1,1,7,5,3,0,16,51,4.33333333333333,10,3.16666666666667,3.75,5.75,6.33333333333333,5.33333333333333,-2.34722222222222,3.66666666666667,5,4,6.66666666666667,3.33333333333333,-0.333333333333334,4.33333333333333,6,4.25,6.66666666666667,5.33333333333333,-0.250000000000001,3.5,6.5,4.75,6.66666666666667,4.66666666666667,-0.361111111111112,0,1,Heterogeneous,0,1,0,0,1,1,0,M30
203,24,0,17,A3,A2,A2,A1,A3,A3,,A3,,A3,,0,A3,A3,,A3,,A3,,69,1,M29,5,6,6,6,4,7,7,5,7,7,2,1,1,2,7,5,5,2,1,2,1,1,7,6,6,7,7,4,7,7,7,6,7,2,1,2,2,7,6,5,2,1,1,2,1,7,0,2,,2,,1,7,6,7,7,4,7,7,7,6,7,2,1,2,2,7,6,5,2,1,1,2,1,7,0,0,0,0,0,0,0,0,0,A2,0,2,2,2,2,0,0,0,7,5,6,6,5,7,7,7,5,7,2,1,3,1,7,6,4,2,1,1,2,1,7,0,0,0,0,0,0,0,0,0,0,A2,0,2,2,2,2,0,0,0,2,2,2,5,2,2,0,12,42,3,9.5,5.66666666666667,6.5,1.5,5.66666666666667,1.66666666666667,3.13888888888889,6.16666666666667,6.75,1.75,6,1.33333333333333,3.43055555555556,6.33333333333333,6.75,1.75,6,1.33333333333333,3.51388888888889,6,6.5,1.75,5.66666666666667,1.33333333333333,3.33333333333333,1,0,Heterogeneous,0,0,0,0,0,1,0,M29
204,34,1,20,A5,A2,A2,A2,,A4,,A4,,A4,,0,A4,A4,,A4,,A4,,69,1,M29,3,3,7,5,2,7,7,7,7,7,1,2,3,5,5,1,3,1,2,1,6,2,5,5,3,6,6,6,7,7,6,7,7,1,2,3,4,5,2,4,1,1,1,5,2,6,0,2,,2,,1,7,3,6,6,6,7,7,6,7,7,1,2,3,6,4,2,4,2,2,2,5,2,6,0,0,0,0,0,0,0,0,0,A2,0,2,2,2,2,1,0,0,6,4,6,6,6,7,7,7,5,7,2,2,2,2,4,2,4,1,1,1,5,1,5,0,0,0,0,0,0,0,0,0,0,A2,0,2,2,2,2,0,0,0,2,2,2,6,3,2,0,10,58,4.33333333333333,9.5,4.5,7,2.75,3,1.33333333333333,3.38888888888889,5.5,6.75,2.5,3.66666666666667,1,3.73611111111111,5.83333333333333,6.75,3,3.33333333333333,2,3.51388888888889,5.83333333333333,6.5,2,3.33333333333333,1,4.05555555555556,1,0,Heterogeneous,0,0,0,0,0,1,0,M29
205,19,0,12,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A1,A1,0.714285714285714,A1,0.714285714285714,A2,,69,1,M29,1,4,2,4,2,4,4,4,1,1,7,7,7,7,7,7,7,7,6,7,7,7,2,2,2,2,5,5,5,6,4,2,2,3,3,3,5,7,6,7,6,7,4,6,7,4,0,1,0.714285714285714,1,0.714285714285714,1,4,2,5,5,7,6,6,4,2,4,5,5,2,6,7,7,7,6,7,5,7,6,4,5,600,7,1215,7,1020,3,12,1815,A2,0,0,0,0,0,0,1,1,4,3,3,4,5,5,6,4,2,5,6,6,4,6,7,7,7,5,5,7,7,7,5,0,2,200,4,525,1,300,6,6,725,A2,1,1,1,1,1,1,1,1,1,1,1,7,7,6,0,19,35,4.66666666666667,10,2.83333333333333,2.5,7,7,6.66666666666667,-4.22222222222222,3.5,3.5,3.5,6.66666666666667,5.66666666666667,-1.77777777777778,4.83333333333333,4,4.5,7,6,-1.41666666666667,4,4.25,5.5,7,5.66666666666667,-1.93055555555556,0,0,Heterogeneous,1,1,1,1,1,1,0,M29
206,55,0,14,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A1,A1,0.142857142857143,A1,0.285714285714286,A2,,69,1,M29,3,2,2,6,2,4,6,3,4,5,5,6,3,2,6,7,5,6,6,4,3,6,4,5,2,4,7,3,7,6,5,6,6,7,5,4,2,6,7,5,6,6,3,4,5,3,0,1,0.428571428571429,1,0.142857142857143,1,6,2,4,5,3,7,7,5,7,7,5,4,2,2,5,6,5,3,5,2,4,5,4,3,225,6,900,2,300,2,9,1125,A2,0,0,0,0,0,0,0,0,5,2,3,7,3,7,7,4,6,7,3,2,3,1,5,6,5,6,5,2,2,6,4,0,3,250,2,350,2,370,3,5,600,A2,1,1,1,1,0,0,1,0,1,1,1,7,6,6,0,13.5,50,4.33333333333333,6.5,3.16666666666667,4.5,4,6,5.33333333333333,-1.27777777777778,4.66666666666667,5.75,4.5,6,5,0.041666666666667,4.5,6.5,3.25,5.33333333333333,3.33333333333333,1.52777777777778,4.5,6,2.25,5.33333333333333,4.33333333333333,1.27777777777778,0,0,Heterogeneous,1,0,0,1,1,1,0,M29
207,47,1,12,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A3,A3,,A3,,A3,,80,0,H15,3,4,1,5,2,4,5,4,2,4,6,5,4,7,7,6,7,7,3,7,4,3,2,4,4,3,5,4,5,5,5,4,4,6,5,5,3,7,6,7,5,2,6,7,4,4,0,1,0.285714285714286,1,0.285714285714286,1,3,5,4,5,2,5,6,5,4,4,7,5,6,5,7,4,6,4,2,6,6,4,2,5,380,4,920,7,1120,2,9,1300,A2,0,0,0,0,0,0,0,1,4,3,2,5,2,4,6,5,4,5,6,6,5,5,7,4,6,3,2,6,6,4,2,0,3,600,4,570,9,1250,2,7,1170,A3,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,14,44,4,9,3.16666666666667,3.75,5.5,6.66666666666667,5.66666666666667,-2.48611111111111,4.16666666666667,4.5,4.75,6.66666666666667,4.33333333333333,-0.916666666666666,4,4.75,5.75,5.66666666666667,4,-0.763888888888889,3.33333333333333,5,5.5,5.66666666666667,3.66666666666667,-0.777777777777778,0,0,Homogeneous,0,1,0,0,1,0,1,H15
208,63,0,15,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A1,A1,0.142857142857143,A1,0.428571428571429,A2,,80,0,H15,4,5,3,5,4,5,7,7,4,3,7,7,7,7,3,7,7,3,4,7,7,5,3,4,3,3,7,6,7,7,7,7,7,7,7,7,7,7,7,7,4,4,7,7,7,4,0,1,0.428571428571429,1,0.428571428571429,1,1,4,5,7,6,7,7,7,7,7,7,7,1,7,7,7,7,4,4,3,7,7,4,7,450,5,700,3,400,4,12,1150,A2,0,0,0,1,1,0,0,0,4,4,5,5,5,7,7,7,3,7,5,4,4,7,1,7,7,1,1,5,7,7,3,0,0,0,3,300,1,100,3,3,300,A2,1,1,1,1,0,1,1,1,1,1,1,7,5,5,0,14,52,4,9,4.33333333333333,5.25,7,5.66666666666667,4.66666666666667,-0.986111111111112,5,7,7,7,5,-0.333333333333333,5,7,5.5,7,3.66666666666667,0.611111111111111,5,6,5,5,2.33333333333333,1.38888888888889,0,0,Homogeneous,1,1,1,0,1,0,1,H15
209,33,1,17,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A2,A2,,A2,,A2,,80,0,H15,5,2,2,5,4,3,7,5,2,2,6,5,5,7,5,7,7,1,1,5,2,4,3,4,2,2,5,4,6,6,5,2,1,6,5,5,6,5,7,7,1,1,5,4,5,5,0,0,,0,,1,4,2,4,6,4,7,7,6,2,1,6,6,6,6,6,7,7,1,7,5,4,6,5,7,550,5,700,0,0,0,12,1250,A2,0,1,0,1,0,0,0,0,4,1,3,5,4,5,7,6,2,2,5,5,3,6,4,7,7,1,1,5,4,5,4,0,6,350,3,400,4,900,1,9,750,A2,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,14,43,4.33333333333333,10,3.5,4,5.75,6.33333333333333,2.33333333333333,-1.05555555555556,3.83333333333333,3.5,5.5,6.33333333333333,2.33333333333333,-1.05555555555556,4.5,4,6,6.66666666666667,4.33333333333333,-1.41666666666667,3.66666666666667,4.25,4.75,6,2.33333333333333,-0.402777777777779,0,0,Homogeneous,1,1,0,1,1,0,1,H15
210,38,0,12,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A3,A3,,A3,,A3,,80,0,H15,1,2,2,4,1,2,4,4,2,2,7,7,7,5,7,5,7,4,3,5,6,7,4,1,3,5,4,3,3,5,5,3,5,6,6,6,5,5,5,7,7,3,5,5,7,4,0,1,0.142857142857143,0,,1,1,3,4,3,4,5,5,4,5,6,6,6,6,6,6,4,7,4,3,5,7,7,4,0,0,2,100,2,200,1,2,100,A2,0,0,1,0,0,0,0,0,5,4,5,5,2,4,7,4,5,4,7,7,7,6,5,2,7,4,3,5,7,7,4,0,0,0,1,150,0,0,0,1,150,A2,1,1,1,1,0,0,1,0,1,1,1,4,5,5,0,14.5,53,5,10,2,3,6.5,6.33333333333333,4,-3.11111111111111,3.16666666666667,4.5,5.75,5.66666666666667,5,-1.63888888888889,3.33333333333333,5,6,5.66666666666667,4,-1.05555555555556,4.16666666666667,5,6.75,4.66666666666667,4,-0.555555555555555,0,0,Homogeneous,1,0,1,0,1,0,1,H15
211,26,0,17,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A3,A3,,A3,,A3,,80,0,H15,2,5,2,2,2,5,7,5,5,3,7,6,7,7,7,7,7,6,5,4,5,6,3,3,5,3,6,6,6,7,5,6,6,6,5,6,6,6,6,6,5,4,4,5,5,3,0,1,0.142857142857143,2,,1,3,5,3,5,5,5,7,5,6,6,6,5,5,6,6,6,7,6,6,3,6,6,4,1,50,0,0,2,300,1,1,50,A3,0,0,0,0,0,1,0,0,3,5,5,6,5,5,6,5,5,4,6,5,6,6,6,5,6,6,5,4,5,6,4,0,6,300,1,100,2,200,1,7,400,A2,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,17,38,3.33333333333333,7.5,3,5,6.75,7,5,-2.25,4.83333333333333,6,5.75,6,4.33333333333333,0.0555555555555554,4.33333333333333,6,5.5,6.33333333333333,5,-0.444444444444445,4.83333333333333,5,5.75,5.66666666666667,5,-0.555555555555556,0,0,Homogeneous,0,0,0,0,1,0,1,H15
212,43,1,17,A2,A1,A1,A1,A3,A3,,A3,,A3,,0,A1,A1,0.107142857142857,A3,,A3,,63,1,M32,6,5,5,6,5,6,7,4,4,5,3,3,2,4,4,5,4,3,2,3,4,4,6,6,6,5,6,5,6,7,6,6,6,5,5,3,4,4,6,5,4,3,2,3,4,6,0,1,0.285714285714286,0,,1,6,6,6,5,6,6,7,7,6,6,5,5,4,4,4,5,5,2,1,2,4,4,7,0,0,1,150,0,0,2,1,150,A2,1,0,1,1,0,0,0,1,6,6,5,5,6,7,7,5,5,6,4,4,3,4,4,5,4,3,6,2,3,4,6,0,3,105,0,0,0,0,2,3,105,A2,1,1,0,1,1,0,0,1,0,0,1,6,4,3,0,14,54,3.33333333333333,6,5.5,5,3,4.33333333333333,2.66666666666667,1.91666666666667,5.66666666666667,6.25,4.25,5,3,1.875,5.83333333333333,6.5,4.5,4.66666666666667,1.66666666666667,2.55555555555555,5.83333333333333,5.75,3.75,4.33333333333333,3.66666666666667,1.875,1,0,Heterogeneous,1,0,0,0,1,1,0,M32
213,55,0,12,A5,A2,A2,A2,,A4,,A4,,A4,,0,A4,A4,,A4,,A4,,63,1,M32,4,5,6,7,6,7,7,7,7,7,1,1,1,3,4,4,2,5,4,4,7,4,7,7,5,7,7,5,6,7,7,7,7,4,4,5,4,5,1,1,3,6,1,4,1,7,0,2,,2,,1,6,4,4,7,5,5,7,7,7,7,2,2,1,1,6,4,2,4,5,1,3,1,7,0,0,0,0,0,0,0,0,0,A1,0,2,2,2,2,0,0,0,7,4,7,7,5,6,7,7,7,7,3,2,4,5,5,4,3,5,4,3,5,2,7,0,0,0,0,0,0,0,0,0,0,A2,0,2,2,2,2,0,0,1,2,2,2,7,5,3,0,14,61,4.33333333333333,10,5.83333333333333,7,1.5,3.33333333333333,4.33333333333333,3.36111111111111,6.16666666666667,7,4.25,2.33333333333333,3.33333333333333,3.27777777777778,5.16666666666667,7,1.5,4,3.33333333333333,3.13888888888889,6,7,3.5,4,4,2.66666666666667,1,0,Heterogeneous,0,0,0,0,0,1,0,M32
214,31,0,17,A5,A1,A2,A2,,A4,,,,A4,,0,A4,A4,,A4,,A4,,63,1,M32,5,6,7,7,4,7,7,7,7,7,3,1,4,1,3,5,5,2,1,1,1,1,5,7,7,7,5,7,7,7,6,7,7,3,1,3,1,1,6,5,1,1,1,1,1,7,0,2,,2,,1,7,7,7,5,7,7,7,6,7,7,2,1,6,1,1,6,4,3,1,1,3,1,7,0,0,0,0,0,0,1,0,0,A2,0,2,2,2,2,0,1,0,7,7,7,5,5,6,7,6,6,7,3,1,5,2,2,5,5,1,1,1,1,1,7,0,0,0,0,0,1,100,3,0,0,A2,1,2,2,0,1,0,0,1,1,2,2,5,4,3,0,11,48,3.33333333333333,5.5,6,7,2.25,4.33333333333333,1.33333333333333,3.86111111111111,6.66666666666667,6.75,2,4,1,4.375,6.66666666666667,6.75,2.5,3.66666666666667,1.66666666666667,4.09722222222222,6.16666666666667,6.5,2.75,4,1,3.75,1,0,Heterogeneous,0,0,0,1,1,1,0,M32
215,18,0,12,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A1,A3,,A1,0.285714285714286,A3,,63,1,M32,2,1,1,1,1,4,7,5,6,2,7,7,7,7,7,3,7,2,1,6,4,7,2,3,3,2,2,5,7,7,7,7,3,7,7,7,6,7,1,7,1,1,1,3,7,5,0,2,,1,0.285714285714286,1,5,3,6,6,3,7,7,7,7,2,7,7,7,7,7,1,7,1,1,4,7,7,5,0,0,4,675,2,200,3,4,675,A2,1,0,1,0,0,1,1,0,3,1,1,1,4,7,7,7,7,1,7,7,7,5,7,6,7,1,1,6,7,7,4,0,1,50,3,320,1,100,2,4,370,A2,1,1,0,0,0,1,1,1,1,1,2,7,5,5,1,16,48,3.66666666666667,6.5,1.66666666666667,5,7,5.66666666666667,3,-1.88888888888889,3.66666666666667,6,6.75,5,1,0.583333333333333,5,5.75,7,5,2,0.708333333333333,2.83333333333333,5.5,6.5,6.66666666666667,2.66666666666667,-1.11111111111111,0,0,Heterogeneous,1,0,1,0,1,1,0,M32
216,31,0,17,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A1,A3,,A1,0.571428571428571,A3,,63,1,M32,5,3,3,2,5,4,5,4,3,3,5,5,5,5,5,5,6,7,7,7,5,5,4,7,5,6,5,6,7,7,3,7,7,5,5,4,2,4,7,7,7,6,7,5,5,6,0,1,0.714285714285714,1,0.714285714285714,1,7,5,5,5,6,5,7,7,6,7,3,3,5,5,4,7,7,5,5,5,3,4,5,0,0,4,220,3,200,1,4,220,A2,0,1,2,1,0,0,0,1,5,4,6,5,5,6,7,6,5,5,7,6,5,4,5,7,7,6,6,5,5,5,5,0,0,0,3,195,2,170,0,3,195,A1,0,1,1,1,0,0,0,1,1,1,1,7,6,6,0,18.5,53,4,10,3.66666666666667,3.75,5,5.33333333333333,7,-2.06944444444444,6,6,4,6,6.66666666666667,0.444444444444444,5.5,6.75,4,6,5,1.125,5.16666666666667,5.75,5.5,6.33333333333333,5.66666666666667,-0.374999999999999,0,0,Heterogeneous,1,0,1,0,1,1,0,M32
